De;Vers;Km;Minutes
NOGENT SUR OISE;ENT V GEODIS;92;105
NOGENT SUR OISE;HERBLAY CHRONODRIVE 444;52;60
NOGENT SUR OISE;HOUILLES SUPER 1073;69;75
NOGENT SUR OISE;LONGUEIL SAINTE MARIE SUPER 4315;25;30
NOGENT SUR OISE;MERU;44;45
NOGENT SUR OISE;MONTIVILLIERS;219;225
NOGENT SUR OISE;NOGENT SUR OISE;0;0
NOGENT SUR OISE;NOYELLES GODAULT;149;150
NOGENT SUR OISE;NOYON;59;60
NOGENT SUR OISE;OSNY;59;60
NOGENT SUR OISE;ROISSY;39;45
NOGENT SUR OISE;RONCQ;190;195
NOGENT SUR OISE;SOISY;43;45
NOGENT SUR OISE;TAVERNY;52;60
NOGENT SUR OISE;VIRY NOUREUIL;82;90
NOYELLES GODAULT;1297 HARNES SUPER;11;15
NOYELLES GODAULT;4926 BILLY BERCLAU SUPER;23;30
NOYELLES GODAULT;ARRAS;27;30
NOYELLES GODAULT;AUCHAN CITY TOURCOING;42;45
NOYELLES GODAULT;BEAUVAIS;166;180
NOYELLES GODAULT;BETHUNE;39;45
NOYELLES GODAULT;BOULOGNE;116;120
NOYELLES GODAULT;CALAIS;121;135
NOYELLES GODAULT;CAMBRAI;53;60
NOYELLES GODAULT;CHRONO AVELIN 4361;20;30
NOYELLES GODAULT;CHRONO BONDUES 4703;41;45
NOYELLES GODAULT;CHRONO COMPIEGNE 4345;126;135
NOYELLES GODAULT;CHRONO COUDEKERQUE 4242;96;105
NOYELLES GODAULT;CHRONO CROIX 4154;38;45
NOYELLES GODAULT;CHRONO ELEU DIT LEAUWETTE 4462;16;30
NOYELLES GODAULT;CHRONO LAMBERSART 4424;34;45
NOYELLES GODAULT;CHRONO MARCQ 4128;35;45
NOYELLES GODAULT;CHRONO VALENCIENNES 4370;51;60
NOYELLES GODAULT;CHRONO WASQUEHAL 4303;36;45
NOYELLES GODAULT;DIEPPE;167;180
NOYELLES GODAULT;DOUAI;15;15
NOYELLES GODAULT;DRIVE ARRAS;28;30
NOYELLES GODAULT;DRIVE BETHUNE;39;45
NOYELLES GODAULT;DRIVE BOULOGNE;119;120
NOYELLES GODAULT;DRIVE CAMBRAI;53;60
NOYELLES GODAULT;DRIVE DOUAI;15;15
NOYELLES GODAULT;DRIVE DUNKERQUE;104;105
NOYELLES GODAULT;DRIVE ENGLOS;39;45
NOYELLES GODAULT;DRIVE FACHES;23;30
NOYELLES GODAULT;DRIVE LE HAVRE;290;300
NOYELLES GODAULT;DRIVE LEERS;42;45
NOYELLES GODAULT;DRIVE LOUVROIL;84;90
NOYELLES GODAULT;DRIVE PETITE FORET;49;60
NOYELLES GODAULT;DRIVE RONCQ;43;45
NOYELLES GODAULT;DRIVE ST OMER;87;90
NOYELLES GODAULT;DRIVE ST QUENTIN;78;90
NOYELLES GODAULT;DRIVE VALENCIENNES;51;60
NOYELLES GODAULT;DRIVE VILLENEUVE D'ASCQ;30;30
NOYELLES GODAULT;DUNKERQUE;106;120
NOYELLES GODAULT;DURY;94;105
NOYELLES GODAULT;ENGLOS;39;45
NOYELLES GODAULT;ENT AMIENS SAINT SAUVEUR FLEG;98;105
NOYELLES GODAULT;ENT AMIENS SAINT SAUVEUR PF;98;105
NOYELLES GODAULT;ENT AMIENS SUPER POULAINVILLE PGC;94;105
NOYELLES GODAULT;ENT CARVIN FL;13;15
NOYELLES GODAULT;ENT CARVIN PF;13;15
NOYELLES GODAULT;ENT SOCOPAL DIEPPE;197;210
NOYELLES GODAULT;ENT V DHL;226;240
NOYELLES GODAULT;ENT V GEODIS;227;240
NOYELLES GODAULT;FACHES;24;30
NOYELLES GODAULT;HIRSON;110;120
NOYELLES GODAULT;LE HAVRE;273;285
NOYELLES GODAULT;LEERS;42;45
NOYELLES GODAULT;LES MUREAUX HALLES AUCHAN;223;225
NOYELLES GODAULT;LOUVROIL;84;90
NOYELLES GODAULT;MERS LES BAINS;134;135
NOYELLES GODAULT;MERU;193;195
NOYELLES GODAULT;MONTIVILLIERS;263;270
NOYELLES GODAULT;NOGENT SUR OISE;150;150
NOYELLES GODAULT;NOYELLES GODAULT;0;0
NOYELLES GODAULT;NOYON;111;120
NOYELLES GODAULT;PETITE FORET;49;60
NOYELLES GODAULT;RONCQ;43;45
NOYELLES GODAULT;SOCOPAL;197;210
NOYELLES GODAULT;ST OMER;78;90
NOYELLES GODAULT;ST QUENTIN;80;90
NOYELLES GODAULT;VALENCIENNES;51;60
NOYELLES GODAULT;VILLENEUVE 2;30;30
NOYELLES GODAULT;VIRY NOUREUIL;107;120
NOYON;4313 CANTELEU SUPER;174;180
NOYON;4977 RUE SUPER;142;150
NOYON;ARRAS;104;105
NOYON;BEAUVAIS;80;90
NOYON;CAEN CHRONO 352;297;300
NOYON;CAMBRAI;99;105
NOYON;CERGY;117;120
NOYON;CERGY CHRONODRIVE 469;121;135
NOYON;CHRONO AVELIN 4361;130;135
NOYON;CHRONO COMPIEGNE 4345;30;30
NOYON;CHRONO HALLENNES 4167;148;150
NOYON;CORMEILLES EN PARISIS CHRONODRIVE 413;110;120
NOYON;DOUAI;114;120
NOYON;DRIVE BEAUVAIS;80;90
NOYON;DRIVE CAMBRAI;99;105
NOYON;DRIVE CERGY;116;120
NOYON;DRIVE DOUAI;114;120
NOYON;DRIVE LEERS;151;165
NOYON;DRIVE LOUVROIL;123;135
NOYON;DRIVE NOYON;0;0
NOYON;DRIVE PETITE FORET;127;135
NOYON;DRIVE RONCQ;153;165
NOYON;DRIVE ST QUENTIN;50;60
NOYON;DRIVE VALENCIENNES;124;135
NOYON;DURY;71;75
NOYON;ENT AMIENS BINAT;73;75
NOYON;ENT AMIENS SAINT SAUVEUR FLEG;79;90
NOYON;ENT AMIENS SAINT SAUVEUR PF;79;90
NOYON;ENT AMIENS SUPER POULAINVILLE PGC;74;75
NOYON;ENT CARVIN FL;123;135
NOYON;ENT CARVIN PF;123;135
NOYON;ENT IENA;135;135
NOYON;ENT SAINGHIN1;138;150
NOYON;ENT SERRIS 1;112;120
NOYON;ENT SERRIS 2;119;120
NOYON;ENT V DHL;139;150
NOYON;ENT V GEODIS;139;150
NOYON;FACHES;133;135
NOYON;HERBLAY CHRONODRIVE 444;114;120
NOYON;HIRSON;110;120
NOYON;LE HAVRE;253;255
NOYON;LEERS;151;165
NOYON;LONGUEIL SAINTE MARIE SUPER 4315;37;45
NOYON;LOUVROIL;123;135
NOYON;MERU;110;120
NOYON;NOGENT SUR OISE;59;60
NOYON;NOYELLES GODAULT;113;120
NOYON;NOYON;0;0
NOYON;OSNY;118;120
NOYON;PETITE FORET;127;135
NOYON;ROISSY;83;90
NOYON;RONCQ;153;165
NOYON;SOISY;103;105
NOYON;ST OMER;176;180
NOYON;ST QUENTIN;51;60
NOYON;TAVERNY;113;120
NOYON;VALENCIENNES;124;135
NOYON;VIRY NOUREUIL;24;30
OSNY;4313 CANTELEU SUPER;129;135
OSNY;BEAUVAIS;50;60
OSNY;CERGY;7;15
OSNY;CERGY CHRONODRIVE 469;10;15
OSNY;CORMEILLES EN PARISIS CHRONODRIVE 413;21;30
OSNY;DRIVE BEAUVAIS;50;60
OSNY;DRIVE CERGY;7;15
OSNY;DRIVE NOGENT SUR OISE;62;75
OSNY;DRIVE NOYON;123;135
OSNY;DRIVE OSNY;0;0
OSNY;DRIVE ROISSY;47;60
OSNY;DRIVE TAVERNY;19;30
OSNY;DURY;105;105
OSNY;ENT AMIENS SAINT SAUVEUR FLEG;131;135
OSNY;ENT AMIENS SAINT SAUVEUR PF;131;135
OSNY;ENT AMIENS SUPER POULAINVILLE PGC;133;135
OSNY;ENT SERRIS 1;74;75
OSNY;ENT SERRIS 2;74;75
OSNY;ENT V DHL;73;75
OSNY;ENT V GEODIS;73;75
OSNY;FRANQUEVILLE CHRONODRIVE 4475;86;90
OSNY;HERBLAY CHRONODRIVE 444;15;15
OSNY;HOUILLES SUPER 1073;33;45
OSNY;LE CHESNAY PARLY 2 SUPER 1144;35;45
OSNY;LES MUREAUX HALLES AUCHAN;25;30
OSNY;LONGUEIL SAINTE MARIE SUPER 4315;87;90
OSNY;MAUREPAS SUPER 4492;49;60
OSNY;MERS LES BAINS;203;210
OSNY;MERU;22;30
OSNY;NOGENT SUR OISE;58;60
OSNY;NOYON;123;135
OSNY;OSNY;0;0
OSNY;ROISSY;46;60
OSNY;SOISY;27;30
OSNY;TAVERNY;19;30
OSNY;VAL DE REUIL SUPER 1209;98;105
OSNY;VERNEUIL 1 VERGER SUPER 4981;25;30
PETITE FORET;1186 ST QUENTIN SCHUMANN SUPER;82;90
PETITE FORET;1267 CALAIS DELAROCHE SUPER;153;165
PETITE FORET;4926 BILLY BERCLAU SUPER;67;75
PETITE FORET;914 MARQUETTE LES PARTISANS DU GOUT;51;60
PETITE FORET;ARRAS;69;75
PETITE FORET;AUCHAN CITY TOURCOING;56;60
PETITE FORET;BEAUVAIS;182;195
PETITE FORET;BETHUNE;82;90
PETITE FORET;BOULOGNE;160;165
PETITE FORET;CALAIS;160;165
PETITE FORET;CAMBRAI;32;45
PETITE FORET;CHRONO AVELIN 4361;37;45
PETITE FORET;CHRONO BONDUES 4703;56;60
PETITE FORET;CHRONO COMPIEGNE 4345;137;150
PETITE FORET;CHRONO COUDEKERQUE 4242;112;120
PETITE FORET;CHRONO CROIX 4154;50;60
PETITE FORET;CHRONO ELEU DIT LEAUWETTE 4462;64;75
PETITE FORET;CHRONO HALLENNES 4167;55;60
PETITE FORET;CHRONO LAMBERSART 4424;50;60
PETITE FORET;CHRONO MARCQ 4128;52;60
PETITE FORET;CHRONO VALENCIENNES 4370;6;15
PETITE FORET;CHRONO WASQUEHAL 4303;49;60
PETITE FORET;DIEPPE;236;240
PETITE FORET;DIEPPE;237;240
PETITE FORET;DOUAI;44;45
PETITE FORET;DRIVE BEAUVAIS;181;195
PETITE FORET;DRIVE BETHUNE;82;90
PETITE FORET;DRIVE CALAIS;158;165
PETITE FORET;DRIVE CAMBRAI;32;45
PETITE FORET;DRIVE DOUAI;44;45
PETITE FORET;DRIVE DUNKERQUE;121;135
PETITE FORET;DRIVE DURY;127;135
PETITE FORET;DRIVE ENGLOS;55;60
PETITE FORET;DRIVE FACHES;45;45
PETITE FORET;DRIVE LEERS;54;60
PETITE FORET;DRIVE LOUVROIL;44;45
PETITE FORET;DRIVE NOYELLES;55;60
PETITE FORET;DRIVE PETITE FORET;0;0
PETITE FORET;DRIVE RONCQ;58;60
PETITE FORET;DRIVE ST OMER;113;120
PETITE FORET;DRIVE VALENCIENNES;7;15
PETITE FORET;DRIVE VILLENEUVE D'ASCQ;42;45
PETITE FORET;DUNKERQUE;122;135
PETITE FORET;DURY;127;135
PETITE FORET;ENGLOS;55;60
PETITE FORET;ENT AMIENS BINAT;112;120
PETITE FORET;ENT AMIENS SAINT SAUVEUR FLEG;135;135
PETITE FORET;ENT AMIENS SAINT SAUVEUR PF;135;135
PETITE FORET;ENT AMIENS SUPER POULAINVILLE PGC;131;135
PETITE FORET;ENT IENA;42;45
PETITE FORET;ENT IENA1;42;45
PETITE FORET;ENT IENA2;42;45
PETITE FORET;ENT SAINGHIN1;40;45
PETITE FORET;ENT SERRIS 1;227;240
PETITE FORET;ENT V DHL;243;255
PETITE FORET;ENT V GEODIS;243;255
PETITE FORET;FACHES;45;45
PETITE FORET;HIRSON;86;90
PETITE FORET;LEERS;54;60
PETITE FORET;LOUVROIL;44;45
PETITE FORET;MERS LES BAINS;210;210
PETITE FORET;MONTIVILLIERS;299;300
PETITE FORET;NOGENT SUR OISE;166;180
PETITE FORET;NOYELLES GODAULT;51;60
PETITE FORET;NOYON;128;135
PETITE FORET;PETITE FORET;0;0
PETITE FORET;RONCQ;58;60
PETITE FORET;ST OMER;110;120
PETITE FORET;ST QUENTIN;79;90
PETITE FORET;VALENCIENNES;7;15
PETITE FORET;VILLENEUVE 2;42;45
PETITE FORET;VIRY NOUREUIL;107;120
ROISSY;AUCHAN CITY TOURCOING;208;210
ROISSY;BEAUVAIS;69;75
ROISSY;CERGY;43;45
ROISSY;CERGY CHRONODRIVE 469;47;60
ROISSY;CHERBOURG;373;375
ROISSY;CORMEILLES EN PARISIS CHRONODRIVE 413;32;45
ROISSY;DIEPPE;178;180
ROISSY;DOUAI;172;180
ROISSY;DRIVE CERGY;42;45
ROISSY;DRIVE CHERBOURG;373;375
ROISSY;DRIVE DOUAI;172;180
ROISSY;DRIVE OSNY;45;45
ROISSY;DRIVE ROISSY;3;15
ROISSY;DRIVE TAVERNY;35;45
ROISSY;DURY;124;135
ROISSY;ENT AMIENS SAINT SAUVEUR FLEG;133;135
ROISSY;ENT AMIENS SAINT SAUVEUR PF;133;135
ROISSY;ENT SERRIS 1;38;45
ROISSY;ENT SERRIS 2;40;45
ROISSY;ENT V DHL;60;60
ROISSY;ENT V GEODIS;61;75
ROISSY;HERBLAY CHRONODRIVE 444;35;45
ROISSY;HOUILLES SUPER 1073;30;30
ROISSY;LES MUREAUX HALLES AUCHAN;61;75
ROISSY;MERU;47;60
ROISSY;NOGENT SUR OISE;41;45
ROISSY;NOYON;81;90
ROISSY;OSNY;44;45
ROISSY;ROISSY;0;0
ROISSY;SOISY;25;30
ROISSY;TAVERNY;34;45
RONCQ;1186 ST QUENTIN SCHUMANN SUPER;124;135
RONCQ;1297 HARNES SUPER;42;45
RONCQ;4536 LILLE WAZEMMES MY AUCHAN;17;30
RONCQ;4926 BILLY BERCLAU SUPER;42;45
RONCQ;914 MARQUETTE LES PARTISANS DU GOUT;12;15
RONCQ;ARRAS;70;75
RONCQ;AUCHAN CITY TOURCOING;4;15
RONCQ;BETHUNE;54;60
RONCQ;BOULOGNE;125;135
RONCQ;CALAIS;128;135
RONCQ;CAMBRAI;86;90
RONCQ;CHRONO AVELIN 4361;29;30
RONCQ;CHRONO BONDUES 4703;7;15
RONCQ;CHRONO COUDEKERQUE 4242;80;90
RONCQ;CHRONO CROIX 4154;12;15
RONCQ;CHRONO ELEU DIT LEAUWETTE 4462;54;60
RONCQ;CHRONO HALLENNES 4167;23;30
RONCQ;CHRONO LAMBERSART 4424;17;30
RONCQ;CHRONO MARCQ 4128;10;15
RONCQ;CHRONO VALENCIENNES 4370;63;75
RONCQ;CHRONO WASQUEHAL 4303;12;15
RONCQ;DOUAI;56;60
RONCQ;DRIVE ARRAS;70;75
RONCQ;DRIVE BETHUNE;54;60
RONCQ;DRIVE BOULOGNE;128;135
RONCQ;DRIVE CAMBRAI;86;90
RONCQ;DRIVE DOUAI;56;60
RONCQ;DRIVE DUNKERQUE;88;90
RONCQ;DRIVE ENGLOS;21;30
RONCQ;DRIVE FACHES;23;30
RONCQ;DRIVE LEERS;14;15
RONCQ;DRIVE MONTIVILLIERS;327;330
RONCQ;DRIVE NOYELLES;45;45
RONCQ;DRIVE PETITE FORET;58;60
RONCQ;DRIVE RONCQ;0;0
RONCQ;DRIVE ST OMER;78;90
RONCQ;DRIVE VALENCIENNES;65;75
RONCQ;DRIVE VILLENEUVE D'ASCQ;18;30
RONCQ;DUNKERQUE;90;90
RONCQ;DURY;137;150
RONCQ;ENGLOS;21;30
RONCQ;ENT AMIENS BINAT;133;135
RONCQ;ENT AMIENS SAINT SAUVEUR FLEG;139;150
RONCQ;ENT AMIENS SAINT SAUVEUR PF;139;150
RONCQ;ENT AMIENS SUPER POULAINVILLE PGC;135;135
RONCQ;ENT CARVIN FL;37;45
RONCQ;ENT CARVIN PF;37;45
RONCQ;ENT IENA;24;30
RONCQ;ENT IENA1;22;30
RONCQ;ENT IENA2;22;30
RONCQ;ENT SAINGHIN1;23;30
RONCQ;ENT SOCOPAL DIEPPE;238;240
RONCQ;ENT V GEODIS;268;270
RONCQ;FACHES;24;30
RONCQ;HIRSON;141;150
RONCQ;LEERS;14;15
RONCQ;LOUVROIL;98;105
RONCQ;MONTIVILLIERS;305;315
RONCQ;NOGENT SUR OISE;191;195
RONCQ;NOYELLES GODAULT;45;45
RONCQ;NOYON;154;165
RONCQ;PETITE FORET;58;60
RONCQ;RONCQ;0;0
RONCQ;SOCOPAL;238;240
RONCQ;ST OMER;78;90
RONCQ;ST QUENTIN;119;120
RONCQ;VALENCIENNES;65;75
RONCQ;VILLENEUVE 2;17;30
RONCQ;VIRY NOUREUIL;150;150
SCHWEIGHOUSE;DRIVE SCHWEIGHOUSE;0;0
SCHWEIGHOUSE;ENT CARVIN FL;527;540
SCHWEIGHOUSE;ENT CARVIN PF;527;540
SCHWEIGHOUSE;ILLKIRCH;40;45
SCHWEIGHOUSE;SCHWEIGHOUSE;0;0
SEMECOURT;AUCHAN LUXEMBOURG SUPPLY;42;45
SEMECOURT;DIFFERDANGE;63;75
SEMECOURT;DRIVE SCHWEIGHOUSE;165;165
SEMECOURT;ENT IENA;357;360
SEMECOURT;ENT SERRIS 1;284;285
SEMECOURT;ENT V DHL;337;345
SEMECOURT;ENT V GEODIS;337;345
SEMECOURT;KIRCHBERG;56;60
SEMECOURT;LA CLOCHE D'OR;64;75
SEMECOURT;MONT SAINT MARTIN;64;75
SEMECOURT;SEMECOURT;0;0
SEMECOURT;TOMBLAINE;69;75
SOCOPAL;1186 ST QUENTIN SCHUMANN SUPER;169;180
SOCOPAL;1267 CALAIS DELAROCHE SUPER;184;195
SOCOPAL;1297 HARNES SUPER;207;210
SOCOPAL;4313 CANTELEU SUPER;39;45
SOCOPAL;4536 LILLE WAZEMMES MY AUCHAN;227;240
SOCOPAL;4926 BILLY BERCLAU SUPER;183;195
SOCOPAL;4977 RUE SUPER;101;105
SOCOPAL;914 MARQUETTE LES PARTISANS DU GOUT;231;240
SOCOPAL;ARRAS;161;165
SOCOPAL;AUCHAN CITY TOURCOING;237;240
SOCOPAL;BEAUVAIS;88;90
SOCOPAL;BETHUNE;165;165
SOCOPAL;BOULOGNE;153;165
SOCOPAL;CAEN CHRONO 352;159;165
SOCOPAL;CALAIS;181;195
SOCOPAL;CAMBRAI;186;195
SOCOPAL;CERGY;109;120
SOCOPAL;CERGY CHRONODRIVE 469;104;105
SOCOPAL;CHERBOURG;281;285
SOCOPAL;CHRONO AVELIN 4361;216;225
SOCOPAL;CHRONO BONDUES 4703;237;240
SOCOPAL;CHRONO COMPIEGNE 4345;147;150
SOCOPAL;CHRONO COUDEKERQUE 4242;226;240
SOCOPAL;CHRONO CROIX 4154;233;240
SOCOPAL;CHRONO ELEU DIT LEAUWETTE 4462;176;180
SOCOPAL;CHRONO HALLENNES 4167;199;210
SOCOPAL;CHRONO IFS;161;165
SOCOPAL;CHRONO LAMBERSART 4424;231;240
SOCOPAL;CHRONO MARCQ 4128;233;240
SOCOPAL;CHRONO VALENCIENNES 4370;212;225
SOCOPAL;CHRONO WASQUEHAL 4303;233;240
SOCOPAL;CORMEILLES EN PARISIS CHRONODRIVE 413;124;135
SOCOPAL;DIEPPE;51;60
SOCOPAL;DIEPPE;39;45
SOCOPAL;DOUAI;202;210
SOCOPAL;DRIVE ARRAS;161;165
SOCOPAL;DRIVE BEAUVAIS;88;90
SOCOPAL;DRIVE BETHUNE;165;165
SOCOPAL;DRIVE BOULOGNE;151;165
SOCOPAL;DRIVE CALAIS;180;180
SOCOPAL;DRIVE CAMBRAI;186;195
SOCOPAL;DRIVE CERGY;110;120
SOCOPAL;DRIVE CHERBOURG;281;285
SOCOPAL;DRIVE DIEPPE;52;60
SOCOPAL;DRIVE DOUAI;202;210
SOCOPAL;DRIVE DUNKERQUE;218;225
SOCOPAL;DRIVE DURY;90;90
SOCOPAL;DRIVE ENGLOS;234;240
SOCOPAL;DRIVE FACHES;219;225
SOCOPAL;DRIVE LE HAVRE;95;105
SOCOPAL;DRIVE LEERS;237;240
SOCOPAL;DRIVE LOUVROIL;244;255
SOCOPAL;DRIVE MONTIVILLIERS;88;90
SOCOPAL;DRIVE NOGENT SUR OISE;121;135
SOCOPAL;DRIVE NOYELLES;198;210
SOCOPAL;DRIVE NOYON;158;165
SOCOPAL;DRIVE PETITE FORET;214;225
SOCOPAL;DRIVE RONCQ;240;240
SOCOPAL;DRIVE ST OMER;200;210
SOCOPAL;DRIVE ST QUENTIN;164;165
SOCOPAL;DRIVE VALENCIENNES;211;225
SOCOPAL;DRIVE VILLENEUVE D'ASCQ;226;240
SOCOPAL;DUNKERQUE;217;225
SOCOPAL;DURY;90;90
SOCOPAL;ENGLOS;234;240
SOCOPAL;ENT AMIENS BINAT;95;105
SOCOPAL;ENT AMIENS SAINT SAUVEUR FLEG;92;105
SOCOPAL;ENT AMIENS SAINT SAUVEUR PF;92;105
SOCOPAL;ENT AMIENS SUPER POULAINVILLE PGC;94;105
SOCOPAL;ENT CARVIN FL;210;210
SOCOPAL;ENT CARVIN PF;210;210
SOCOPAL;ENT IENA;221;225
SOCOPAL;ENT SAINGHIN1;224;225
SOCOPAL;ENT SOCOPAL DIEPPE;0;0
SOCOPAL;FACHES;220;225
SOCOPAL;FRANQUEVILLE CHRONODRIVE 4475;39;45
SOCOPAL;HERBLAY CHRONODRIVE 444;117;120
SOCOPAL;HIRSON;236;240
SOCOPAL;HOUILLES SUPER 1073;155;165
SOCOPAL;IFS CHRONODRIVE 4253;156;165
SOCOPAL;LA QUEUE LES YVELINES SUPER 1096;147;150
SOCOPAL;LE CHESNAY PARLY 2 SUPER 1144;153;165
SOCOPAL;LE HAVRE;97;105
SOCOPAL;LEERS;237;240
SOCOPAL;LONGUEIL SAINTE MARIE SUPER 4315;141;150
SOCOPAL;LOUVROIL;245;255
SOCOPAL;MAUREPAS SUPER 4492;162;165
SOCOPAL;MERS LES BAINS;71;75
SOCOPAL;MERU;101;105
SOCOPAL;MONTIVILLIERS;88;90
SOCOPAL;NOGENT SUR OISE;123;135
SOCOPAL;NOYELLES GODAULT;199;210
SOCOPAL;NOYON;158;165
SOCOPAL;OSNY;109;120
SOCOPAL;PETITE FORET;214;225
SOCOPAL;ROISSY;155;165
SOCOPAL;RONCQ;240;240
SOCOPAL;SOCOPAL;0;0
SOCOPAL;SOISY;129;135
SOCOPAL;ST OMER;201;210
SOCOPAL;ST QUENTIN;165;165
SOCOPAL;TAVERNY;123;135
SOCOPAL;VAL DE REUIL SUPER 1209;58;60
SOCOPAL;VALENCIENNES;211;225
SOCOPAL;VERNEUIL 1 VERGER SUPER 4981;135;135
SOCOPAL;VILLENEUVE 2;225;225
SOCOPAL;VIRY NOUREUIL;190;195
SOISY;BEAUVAIS;60;60
SOISY;CERGY;22;30
SOISY;CERGY CHRONODRIVE 469;27;30
SOISY;CHRONO COMPIEGNE 4345;81;90
SOISY;DRIVE BEAUVAIS;60;60
SOISY;DRIVE CERGY;22;30
SOISY;DRIVE NOGENT SUR OISE;43;45
SOISY;DRIVE OSNY;26;30
SOISY;DRIVE ROISSY;24;30
SOISY;ENT AMIENS BINAT;131;135
SOISY;ENT AMIENS SAINT SAUVEUR FLEG;128;135
SOISY;ENT AMIENS SAINT SAUVEUR PF;128;135
SOISY;ENT AMIENS SUPER POULAINVILLE PGC;131;135
SOISY;ENT CARVIN FL;210;210
SOISY;ENT CARVIN PF;210;210
SOISY;ENT SAINGHIN1;217;225
SOISY;ENT SERRIS 1;51;60
SOISY;ENT SERRIS 2;58;60
SOISY;ENT V DHL;58;60
SOISY;ENT V GEODIS;58;60
SOISY;FRANQUEVILLE CHRONODRIVE 4475;103;105
SOISY;HERBLAY CHRONODRIVE 444;13;15
SOISY;LE CHESNAY PARLY 2 SUPER 1144;34;45
SOISY;MERU;38;45
SOISY;NOGENT SUR OISE;43;45
SOISY;OSNY;26;30
SOISY;ROISSY;23;30
SOISY;SOISY;0;0
SOISY;TAVERNY;7;15
SOISY;TOMBLAINE;322;330
ST OMER;1186 ST QUENTIN SCHUMANN SUPER;152;165
ST OMER;1267 CALAIS DELAROCHE SUPER;45;45
ST OMER;1297 HARNES SUPER;81;90
ST OMER;ARRAS;75;75
ST OMER;AUCHAN CITY TOURCOING;78;90
ST OMER;BETHUNE;41;45
ST OMER;BOULOGNE;48;60
ST OMER;CALAIS;48;60
ST OMER;CAMBRAI;119;120
ST OMER;CHRONO AVELIN 4361;78;90
ST OMER;CHRONO BONDUES 4703;71;75
ST OMER;CHRONO COUDEKERQUE 4242;37;45
ST OMER;CHRONO CROIX 4154;74;75
ST OMER;CHRONO ELEU DIT LEAUWETTE 4462;64;75
ST OMER;CHRONO HALLENNES 4167;59;60
ST OMER;CHRONO LAMBERSART 4424;64;75
ST OMER;CHRONO MARCQ 4128;70;75
ST OMER;CORMEILLES EN PARISIS CHRONODRIVE 413;270;270
ST OMER;DIEPPE;191;195
ST OMER;DOUAI;91;105
ST OMER;DRIVE BETHUNE;41;45
ST OMER;DRIVE BOULOGNE;51;60
ST OMER;DRIVE CALAIS;45;45
ST OMER;DRIVE CAMBRAI;119;120
ST OMER;DRIVE DOUAI;91;105
ST OMER;DRIVE DUNKERQUE;38;45
ST OMER;DRIVE ENGLOS;59;60
ST OMER;DRIVE LEERS;82;90
ST OMER;DRIVE NOYELLES;77;90
ST OMER;DRIVE PETITE FORET;110;120
ST OMER;DRIVE RONCQ;78;90
ST OMER;DRIVE ST OMER;3;15
ST OMER;DRIVE VALENCIENNES;116;120
ST OMER;DRIVE VILLENEUVE D'ASCQ;69;75
ST OMER;DUNKERQUE;40;45
ST OMER;DURY;180;180
ST OMER;ENGLOS;59;60
ST OMER;ENT AMIENS SAINT SAUVEUR FLEG;168;180
ST OMER;ENT AMIENS SAINT SAUVEUR PF;168;180
ST OMER;ENT AMIENS SUPER POULAINVILLE PGC;108;120
ST OMER;ENT CARVIN FL;87;90
ST OMER;ENT CARVIN PF;87;90
ST OMER;ENT IENA;73;75
ST OMER;ENT IENA1;73;75
ST OMER;ENT IENA2;73;75
ST OMER;ENT V DHL;296;300
ST OMER;FACHES;72;75
ST OMER;HIRSON;178;180
ST OMER;LE HAVRE;294;300
ST OMER;LEERS;82;90
ST OMER;LOUVROIL;150;150
ST OMER;MERS LES BAINS;117;120
ST OMER;MONTIVILLIERS;246;255
ST OMER;NOYELLES GODAULT;78;90
ST OMER;PETITE FORET;110;120
ST OMER;RONCQ;78;90
ST OMER;ST OMER;0;0
ST OMER;ST QUENTIN;138;150
ST OMER;TOMBLAINE;443;450
ST OMER;VALENCIENNES;116;120
ST OMER;VILLENEUVE 2;70;75
ST OMER;VIRY NOUREUIL;177;180
ST QUENTIN;1186 ST QUENTIN SCHUMANN SUPER;5;15
ST QUENTIN;1297 HARNES SUPER;84;90
ST QUENTIN;914 MARQUETTE LES PARTISANS DU GOUT;109;120
ST QUENTIN;ARRAS;73;75
ST QUENTIN;BETHUNE;97;105
ST QUENTIN;BOULOGNE;174;180
ST QUENTIN;CALAIS;179;180
ST QUENTIN;CAMBRAI;48;60
ST QUENTIN;CHRONO AVELIN 4361;94;105
ST QUENTIN;CHRONO BONDUES 4703;115;120
ST QUENTIN;CHRONO COMPIEGNE 4345;80;90
ST QUENTIN;CHRONO COUDEKERQUE 4242;170;180
ST QUENTIN;CHRONO ELEU DIT LEAUWETTE 4462;82;90
ST QUENTIN;CHRONO HALLENNES 4167;112;120
ST QUENTIN;CHRONO VALENCIENNES 4370;74;75
ST QUENTIN;CHRONO WASQUEHAL 4303;111;120
ST QUENTIN;DIEPPE;186;195
ST QUENTIN;DIEPPE;188;195
ST QUENTIN;DOUAI;64;75
ST QUENTIN;DRIVE ARRAS;84;90
ST QUENTIN;DRIVE BETHUNE;97;105
ST QUENTIN;DRIVE CAMBRAI;48;60
ST QUENTIN;DRIVE DOUAI;64;75
ST QUENTIN;DRIVE DURY;77;90
ST QUENTIN;DRIVE LEERS;115;120
ST QUENTIN;DRIVE LOUVROIL;77;90
ST QUENTIN;DRIVE NOGENT SUR OISE;108;120
ST QUENTIN;DRIVE NOYON;50;60
